Name,Contact_Number,Gender,Age ,10th_percentage,Tenthth_Board,12th_percentage,12th_board,12th_field,Degree_Field,Degree_Percentage,History_Of_Backlogs,English_Test_Percentage,Department_Applied_To,MBA_Grade,Work_Experience,Salary_expectations_per_month
MONAHAN,7488366087,M,22,69,Others,89,Central,Commerce,BBA,60,0,52,Mkt&Fin,,1,2
MCCORMACK,8124665230,M,23,50,Central,79,Others,Commerce,Commerce,60,0,65,Mkt&Fin,,2,4
BEATY,8436430902,M,22,87,Others,36,Central,Commerce,BBA,60,0,51,Mkt&Fin,,1,3
ANDERS,8223207639,M,24,71,Central,29,Others,Science,MBA,70,0,55,Mkt&HR,68,0,2
STREETER,8842719579,M,21,68,Others,53,Others,Commerce,BBA,80,0,76,Mkt&Fin,,0,4
NIETO,7691848388,M,24,79,Others,37,Central,Science,MBA,70,0,86,Mkt&HR,37,0,3
NIELSON,8855457404,F,26,77,Central,25,Central,Science,MBA,70,0,77,Mkt&HR,38,1,2
MOFFETT,7801311937,M,21,58,Central,37,Others,Science,BBA,70,0,69,Mkt&HR,,0,5
LANKFORD,8654273376,M,23,84,Others,25,Others,Commerce,BBA,70,0,68,Mkt&Fin,,2,5
KEATING,8844377642,M,24,55,Others,67,Others,Science,MBA,60,0,42,Mkt&HR,98,0,1
HECK,8613141164,M,22,70,Central,27,Others,Commerce,BBA,60,0,78,Mkt&Fin,,1,5
GATLIN,6652340441,F,24,52,Central,69,Others,Science,MBA,70,0,62,Mkt&HR,48,0,1
DELATORRE,8238898657,F,22,69,Others,93,Central,Commerce,BBA,70,0,76,Mkt&Fin,,1,3
CALLAWAY,7651783906,M,24,53,Central,10,Others,Science,MBA,60,0,76,Mkt&HR,80,0,4
ADCOCK,7122578846,M,21,48,Central,68,Others,Commerce,Commerce,70,0,66,Mkt&Fin,,0,4
WORRELL,7482411066,M,21,78,Central,44,Central,Commerce,Commerce,70,0,79,Mkt&Fin,,0,2
UNGER,8061773107,M,24,62,Central,50,Central,Science,MBA,60,0,27,Mkt&HR,37,0,2
ROBINETTE,8155843268,F,22,60,Central,68,Others,Commerce,BBA,80,0,60,Mkt&Fin,,1,5
NOWAK,7426996571,M,21,74,Others,92,Others,Commerce,BBA,60,0,56,Mkt&Fin,,0,2
JETER,8729334997,M,23,58,Others,25,Others,Commerce,BBA,80,1,81,Mkt&Fin,,2,3
BRUNNER,9526276782,M,24,76,Others,43,Others,Science,MBA,70,0,75,Mkt&HR,73,0,2
ASHTON,6842966276,M,22,68,Others,14,Others,Commerce,BBA,60,0,88,Mkt&Fin,,1,1
STEEN,9000001992,F,30,58,Others,11,Others,Science,MBA,60,0,39,Mkt&HR,97,3,3
PARROTT,9014200447,M,21,52,Others,93,Central,Commerce,BBA,70,0,70,Mkt&Fin,,0,3
OVERSTREET,8727157948,M,21,75,Central,80,Central,Commerce,BBA,80,0,56,Mkt&Fin,,0,2
NOBLES,9215894019,M,23,52,Central,50,Others,Commerce,BBA,80,0,74,Mkt&Fin,,2,1
MONTANEZ,9090116225,M,26,62,Others,59,Others,Science,MBA,60,1,73,Mkt&HR,99,1,2
LUTHER,7985864015,M,24,66,Others,39,Others,Science,MBA,70,0,62,Mkt&HR,53,0,3
CLEVENGER,9252671585,M,24,49,Others,66,Others,Science,MBA,60,0,75,Mkt&HR,55,0,3
BRINKLEY,9240110310,M,21,66,Central,65,Central,Commerce,Commerce,70,0,73,Mkt&Fin,,0,1
TRAHAN,7870323541,M,21,35,Central,2,Others,Commerce,BBA,80,0,54,Mkt&Fin,,0,2
QUARLES,8351564527,M,24,72,Central,82,Central,Science,MBA,80,0,71,Mkt&HR,60,0,4
PICKERING,7894530594,M,22,94,Others,84,Others,Science,BBA,80,1,54,Mkt&HR,,1,3
PEDERSON,7880757764,M,22,46,Others,72,Others,Commerce,BBA,60,0,64,Mkt&Fin,,1,5
JANSEN,6757840656,M,24,77,Others,93,Central,Science,MBA,80,0,94,Mkt&HR,48,0,4
GRANTHAM,6593317041,M,21,76,Central,48,Others,Commerce,Commerce,60,0,66,Mkt&Fin,,0,2
GILCHRIST,8981281557,M,21,52,Others,49,Others,Commerce,BBA,60,0,42,Mkt&Fin,,0,5
CRESPO,6960689547,M,22,91,Others,26,Central,Commerce,BBA,80,0,83,Mkt&Fin,,1,5
AIKEN,7853512306,M,26,32,Central,80,Others,Science,MBA,60,0,78,Mkt&HR,86,1,4
SCHELL,9194550424,M,21,72,Others,12,Others,Commerce,BBA,80,0,84,Mkt&Fin,,0,5
SCHAEFFER,7714263987,M,21,19,Central,1,Others,Science,BBA,80,0,77,Mkt&HR,,0,5
LORENZ,7573243410,M,22,68,Others,1,Others,Commerce,Commerce,60,0,67,Mkt&Fin,,1,3
LEYVA,6427337836,F,22,52,Others,45,Central,Commerce,BBA,60,0,74,Mkt&Fin,,1,5
HARMS,8784441359,M,21,48,Central,64,Central,Commerce,BBA,60,0,51,Mkt&Fin,,0,1
DYSON,7999748525,F,26,60,Central,98,Others,Science,MBA,60,0,80,Mkt&HR,73,1,3
WALLIS,9023020759,M,21,66,Others,9,Others,Commerce,Commerce,80,0,66,Mkt&Fin,,0,2
PEASE,6447257269,M,26,89,Others,25,Central,Science,MTECH,80,0,83,Technical,,1,2
LEAVITT,8752947721,F,26,42,Central,11,Central,Science,MTECH,80,1,55,Technical,,1,4
HYMAN,7926501531,M,24,57,Central,52,Central,Science,MTECH,70,0,43,Technical,,0,2
CHENG,8958607816,M,24,70,Central,41,Central,Science,MBA,80,0,69,Mkt&HR,79,0,3
CAVANAUGH,7432923271,M,26,70,Central,55,Others,Science,MBA,60,1,71,Mkt&HR,63,1,4
BATTS,8400630963,M,26,69,Central,12,Central,Science,MTECH,80,1,74,Technical,,1,3
WARDEN,7553550234,M,26,52,Central,29,Others,Science,MTECH,70,0,68,Technical,,1,4
SEAMAN,6701746714,M,24,67,Central,16,Central,Science,MTECH,70,0,62,Technical,,0,1
ROCKWELL,7542542117,M,24,76,Central,13,Others,Science,MBA,80,0,53,Mkt&HR,80,0,3
QUEZADA,7400040745,M,24,87,Central,0,Others,Science,MBA,70,1,49,Mkt&HR,49,0,5
PAXTON,7766292343,M,24,82,Others,28,Central,Science,MTECH,60,1,83,Technical,,0,2
LINDER,8184454072,M,27,73,Central,27,Others,Science,MTECH,70,0,70,Technical,,2,3
HOUCK,6969179218,F,22,75,Others,92,Central,Science,BTECH,70,1,72,Technical,,0,1
FONTAINE,9194113524,F,26,64,Central,90,Others,Science,MBA,60,0,52,Mkt&HR,43,1,5
DURANT,7251584776,M,23,41,Central,88,Others,Science,BTECH,60,0,70,Technical,,1,2
CARUSO,6519660922,M,22,90,Central,24,Others,Science,BBA,70,1,68,Mkt&HR,,1,1
ADLER,6913043770,M,23,59,Others,88,Others,Science,BTECH,60,0,77,Technical,,1,1
PIMENTEL,8466461270,M,22,51,Others,43,Central,Science,BTECH,70,0,78,Technical,,0,4
MIZE,9417025729,F,24,45,Central,96,Others,Science,MBA,70,0,81,Mkt&HR,35,0,1
LYTLE,9067741464,M,23,54,Central,46,Central,Science,BTECH,70,0,77,Technical,,1,1
DONALD,8831213974,M,22,87,Central,73,Others,Science,BTECH,80,0,78,Technical,,0,3
CLEARY,8829404192,M,26,72,Others,18,Others,Science,MBA,80,1,51,Mkt&HR,93,1,5
CASON,8692828927,M,27,94,Others,64,Others,Science,MBA,80,1,90,Mkt&HR,50,2,1
ACKER,7818397204,F,22,45,Others,2,Others,Science,BTECH,60,0,68,Technical,,0,1
SWITZER,7854245374,M,22,61,Central,56,Others,Science,BBA,70,1,41,Mkt&HR,,1,4
SALMON,7572169365,M,23,60,Others,99,Central,Science,BTECH,70,0,81,Technical,,1,5
ISAACS,7137432428,F,25,77,Central,35,Others,Science,BTECH,60,1,77,Technical,,3,2
HIGGINBOTHAM,6524822672,M,24,85,Others,29,Central,Science,BTECH,70,0,95,Technical,,2,3
HAN,8016720843,M,24,78,Central,65,Central,Science,BTECH,60,0,70,Technical,,2,3
WATERMAN,7006119528,M,22,49,Central,73,Others,Science,BBA,60,1,61,Mkt&HR,,1,2
VANDYKE,6654742376,M,26,71,Others,81,Others,Science,MBA,80,0,42,Mkt&HR,45,1,1
STAMPER,8592750261,M,24,48,Central,62,Central,Science,MBA,80,0,58,Mkt&HR,61,0,1
SISK,7223457291,F,23,62,Central,59,Others,Science,BTECH,70,0,71,Technical,,1,3
SHULER,7621740351,M,24,56,Others,90,Central,Science,MBA,80,1,76,Mkt&HR,84,0,5
RIDDICK,8843150256,M,23,65,Central,84,Central,Science,BTECH,80,0,73,Technical,,1,3
REDMAN,7748705805,M,24,69,Central,36,Others,Science,MBA,60,0,93,Mkt&HR,85,0,5
MCMAHAN,9134902601,M,24,68,Others,33,Others,Science,MBA,60,0,75,Mkt&HR,60,0,2
LEVESQUE,7264266481,M,22,61,Others,94,Central,Science,BTECH,80,0,80,Technical,,0,5
HATTON,7891607537,F,23,74,Central,33,Others,Science,BTECH,60,0,57,Technical,,1,2
BRONSON,7625466509,M,21,64,Central,95,Others,Science,BBA,70,1,42,Mkt&HR,,0,1
BOLLINGER,9333837308,F,22,77,Central,83,Others,Science,BTECH,60,0,46,Technical,,0,2
ARNETT,6681933158,M,26,58,Others,0,Others,Science,MBA,80,1,84,Mkt&HR,70,1,5
OKEEFE,8097838392,F,22,60,Others,46,Others,Science,BTECH,70,1,78,Technical,,0,4
GERBER,7521014284,M,23,73,Central,18,Others,Science,BTECH,70,0,46,Technical,,1,1
GANNON,9145492967,F,22,75,Central,46,Others,Science,BBA,70,1,82,Mkt&HR,,1,2
FARNSWORTH,9482693348,F,22,58,Central,64,Central,Science,BTECH,60,0,88,Technical,,0,1
BAUGHMAN,9324678414,M,23,66,Central,46,Central,Science,BTECH,70,0,82,Technical,,1,5
SILVERMAN,8916590361,F,23,39,Others,21,Others,Science,BTECH,80,0,76,Technical,,1,2
SATTERFIELD,7435740929,M,26,64,Others,78,Central,Science,MBA,70,0,77,Mkt&HR,81,1,1
ROYAL,8485433382,F,23,23,Central,73,Others,Science,BTECH,70,0,68,Technical,,1,2
MCCRARY,8286359375,M,22,74,Central,75,Central,Science,BTECH,70,0,70,Technical,,0,1
KOWALSKI,7905450694,M,23,40,Central,47,Others,Science,BTECH,60,1,57,Technical,,1,4
JOY,8252623453,F,22,90,Central,19,Others,Science,BTECH,60,0,75,Technical,,0,1
GRIGSBY,8057422706,M,22,91,Others,16,Others,Science,BTECH,70,0,80,Technical,,0,5
GRECO,9543124095,F,22,64,Others,1,Others,Science,BTECH,70, ,60,Technical,,0,3
CABRAL,7224203963,M,27,59,Others,38,Others,Science,MBA,70,0,43,Mkt&HR,38,2,3
TROUT,6839722944,M,24,80,Central,67,Central,Science,MBA,80,0,68,Mkt&HR,88,0,4
RINEHART,6787945041,M,26,71,Central,80,Central,Science,MBA,60, ,50,Mkt&HR,49,1,1
MAHON,7478971159,M,21,61,Central,62,Central,Science,BBA,80,0,75,Mkt&HR,,0,1
LINTON,8761930157,M,23,87,Central,29,Central,Science,BTECH,70,0,81,Technical,,1,1
GOODEN,9317870155,M,22,82,Central,74,Central,Science,BTECH,60,1,52,Technical,,0,2
CURLEY,6828743806,M,21,62,Central,30,Central,Science,BBA,60,0,81,Mkt&HR,,0,4
BAUGH,8835848898,M,24,97,Others,11,Others,Science,MBA,70,0,64,Mkt&HR,82,0,5
WYMAN,9068976837,M,24,75,Others,20,Others,Science,MBA,70,1,83,Mkt&HR,37,0,5
WEINER,6927494863,M,22,65,Central,28,Others,Science,BTECH,70,0,69,Technical,,0,4
SCHWAB,7190371002,M,22,52,Others,27,Central,Science,BTECH,80,0,81,Technical,,0,1
SCHULER,9048414068,M,26,87,Central,52,Central,Science,MBA,80, ,44,Mkt&HR,60,1,3
MORRISSEY,7514137009,M,26,53,Central,52,Others,Science,MBA,70,0,67,Mkt&HR,96,1,4
MAHAN,8344101961,F,24,81,Others,91,Others,Science,BTECH,80,0,52,Technical,,2,1
COY,8607611426,M,24,39,Central,56,Central,Science,MBA,80,0,80,Mkt&HR,60,0,5
BUNN,6703972965,M,22,71,Central,25,Others,Science,BBA,70,1,57,Mkt&HR,,1,4
ANDREW,7998080494,M,23,97,Others,93,Others,Science,BTECH,70,1,68,Technical,,1,3
THRASHER,7012691398,M,26,82,Central,42,Others,Science,MBA,60,1,69,Mkt&HR,87,1,2
SPEAR,9262056665,M,22,59,Others,23,Central,Science,BBA,80,0,75,Mkt&HR,,1,4
WAGGONER,7912662055,M,22,61,Central,67,Others,Science,BTECH,60,0,65,Technical,,0,5
SHELLEY,7182063044,M,22,78,Central,76,Others,Science,BTECH,60,0,91,Technical,,0,3
ROBERT,9293877802,M,22,49,Others,89,Others,Science,BTECH,60,0,78,Technical,,0,2
QUALLS,9502905083,M,22,59,Others,15,Central,Science,BTECH,70,0,69,Technical,,0,2
PURDY,8064342219,F,22,70,Central,23,Others,Science,BTECH,70,0,63,Technical,,0,5
MCWHORTER,7416359627,M,22,82,Others,73,Others,Science,BTECH,80,0,84,Technical,,0,4
MAULDIN,9067426739,F,24,90,Others,52,Others,Science,BTECH,80,0,79,Technical,,2,1
MARK,7292692836,F,23,43,Others,77,Others,Science,BTECH,70,0,80,Technical,,1,4
JORDON,7216852418,F,23,80,Others,88,Others,Science,BTECH,60,1,53,Technical,,1,5
GILMAN,7253973945,M,22,81,Others,53,Others,Science,BTECH,70,0,43,Technical,,0,4
PERRYMAN,7709993663,F,22,57,Others,58,Others,Science,BTECH,80,0,94,Technical,,0,2
NEWSOM,7262589522,M,23,59,Others,95,Others,Science,BTECH,60,0,62,Technical,,1,1
MENARD,6875547293,M,24,64,Central,85,Others,Science,BTECH,70,0,19,Technical,,2,5
MARTINO,7649714386,F,22,63,Central,5,Others,Science,BBA,70,1,77,Mkt&HR,,1,1
GRAF,9501759089,M,21,71,Others,60,Central,Arts,BBA,80,0,51,Mkt&HR,,0,3
BILLINGSLEY,6736606904,M,22,64,Central,16,Others,Commerce,BBA,60,0,61,Mkt&HR,,1,2
ARTIS,8595911472,M,26,55,Central,18,Others,Science,MBA,60,0,35,Mkt&HR,61,1,2
SIMPKINS,6860140100,M,24,51,Central,42,Others,Commerce,MBA,60,0,53,Mkt&HR,75,0,1
SALISBURY,8019167546,F,26,62,Others,17,Central,Commerce,MBA,80,0,81,Mkt&HR,51,1,1
QUINTANILLA,9440135456,M,26,93,Central,99,Others,Science,MBA,60,0,95,Mkt&HR,75,1,1
GILLILAND,9373109738,M,24,54,Others,89,Central,Science,MBA,60,0,66,Mkt&HR,39,0,5
FRALEY,8515961464,M,26,69,Central,12,Central,Commerce,MBA,60,0,69,Mkt&HR,74,1,3
FOUST,8840527007,M,24,44,Central,65,Central,Arts,MBA,60,0,43,Mkt&HR,79,0,1
CROUSE,9146660111,M,26,86,Central,15,Others,Science,MBA,80,0,27,Mkt&HR,46,1,2
SCARBOROUGH,9032477036,M,22,85,Others,14,Others,Science,BTECH,60,0,60,Technical,,0,5
NGO,7344406865,M,23,50,Central,24,Central,Science,BTECH,60,0,52,Technical,,1,3
GRISSOM,7076373610,M,22,88,Others,33,Central,Science,BTECH,70,0,63,Technical,,0,4
FULTZ,9011049525,M,22,59,Others,10,Central,Science,BTECH,60,0,74,Technical,,0,4
RICO,9094970022,F,22,32,Central,43,Central,Science,BTECH,80,1,67,Technical,,0,4
MARLOW,6529850118,M,22,36,Central,88,Others,Science,BTECH,80,1,67,Technical,,0,3
MARKHAM,9074796910,M,24,63,Others,53,Central,Science,BTECH,70,0,75,Technical,,2,1
MADRIGAL,7397792100,F,23,67,Central,70,Others,Science,BTECH,60,0,57,Technical,,1,5
LAWTON,8844239744,M,23,65,Others,11,Others,Science,BTECH,60,0,95,Technical,,1,5
BARFIELD,6502591985,M,22,85,Others,36,Central,Science,BTECH,80,0,66,Technical,,0,3
WHITING,7104534462,M,22,73,Central,65,Others,Science,BTECH,80,0,76,Technical,,0,5
VARNEY,8206118652,F,22,34,Others,45,Others,Science,BTECH,60,0,69,Technical,,0,1
SCHWARZ,7303645048,M,23,93,Others,13,Others,Science,BTECH,70,0,52,Technical,,1,2
HUEY,7797824715,M,24,67,Central,94,Central,Science,BTECH,70,0,80,Technical,,2,4
GOOCH,8961930229,M,24,88,Central,20,Others,Science,BTECH,80,0,57,Technical,,2,1
ARCE,7898882752,F,23,57,Others,36,Others,Science,BTECH,70,0,70,Technical,,1,3
WHEAT,7796810102,M,22,79,Others,26,Others,Science,BTECH,70,0,70,Technical,,0,4
TRUONG,9509231370,M,23,67,Others,44,Central,Science,BTECH,80,0,61,Technical,,1,4
POULIN,7043771809,M,23,70,Central,79,Others,Science,BTECH,60,0,69,Technical,,1,2
MACKENZIE,6443370507,M,23,50,Central,49,Others,Science,BTECH,80,0,61,Technical,,1,3
LEONE,9317955431,M,22,69,Central,35,Central,Science,BTECH,70,0,89,Technical,,0,3
HURTADO,8455948500,M,22,52,Central,71,Others,Science,BTECH,70,0,59,Technical,,0,3
SELBY,7794625176,F,22,47,Others,14,Others,Science,BTECH,80,0,78,Technical,,0,2
GAITHER,8516554602,M,22,46,Others,80,Others,Science,BTECH,60,0,58,Technical,,0,1
FORTNER,6774332403,F,23,68,Others,17,Others,Science,BTECH,70,0,32,Technical,,1,4
CULPEPPER,7085683035,M,22,100,Others,51,Others,Science,BTECH,80,0,58,Technical,,0,1
COUGHLIN,8621336753,M,22,44,Central,65,Others,Science,BTECH,70,0,60,Technical,,0,4
BRINSON,6448525977,M,22,57,Others,62,Others,Science,BTECH,80,0,53,Technical,,0,3
BOUDREAU,8652579695,F,23,91,Central,1,Central,Science,BTECH,70,0,61,Technical,,1,4
BARKLEY,8353925656,F,22,69,Central,49,Central,Science,BTECH,80,1,58,Teaching,68,1,1
BALES,8393078508,M,22,35,Central,36,Central,Science,BTECH,60,1,85,Teaching,80,0,1
STEPP,7529666108,M,19,72,Central,20,Others,Science,BTECH,80,1,71,Teaching,41,1,3
HOLM,8172899454,F,24,54,Others,28,Others,Science,BED,60,0,70,Teaching,,3,3
TAN,7817886951,M,20,74,Others,38,Central,Science,BED,80,0,72,Teaching,,0,1
SCHILLING,8312843196,M,21,74,Central,65,Central,Science,BED,70,0,96,Teaching,,1,4
MORRELL,6878138501,M,21,64,Central,27,Central,Science,BED,60,0,73,Teaching,,1,1
KAHN,6983110327,M,21,65,Central,52,Central,Science,BED,80,0,41,Teaching,,1,5
HEATON,7454085489,M,23,46,Central,31,Central,Science,BTECH,60,0,82,Technical,,1,5
GAMEZ,9053795791,M,22,48,Central,19,Others,Science,BTECH,80,0,100,Technical,,0,2
DOUGLASS,6801898791,M,22,67,Central,3,Central,Science,BTECH,60,0,77,Technical,,0,3
CAUSEY,6537572798,M,23,62,Central,88,Central,Science,BTECH,60,0,62,Technical,,1,2
BROTHERS,9548868173,M,23,61,Central,79,Central,Science,BTECH,80,1,83,Technical,,1,4
TURPIN,8368833473,M,24,70,Central,53,Central,Science,BTECH,60,1,95,Technical,,2,3
SHANKS,9412563554,M,22,98,Central,79,Central,Science,BTECH,70,1,71,Technical,,0,3
SCHRADER,6957754241,M,22,70,Central,92,Central,Science,BTECH,60,0,45,Technical,,0,2
MEEK,7455441274,M,22,67,Central,9,Others,Science,BTECH,60,0,43,Technical,,0,5
ISOM,6769806929,M,23,57,Others,84,Others,Science,BTECH,80,0,75,Technical,,1,1
HARDISON,9149046779,M,23,85,Others,68,Others,Science,BTECH,60,0,70,Technical,,1,3
CARRANZA,9378135969,F,23,77,Others,38,Others,Science,BTECH,70,1,67,Technical,,1,2
YANEZ,6518797759,M,23,72,Others,37,Others,Science,BTECH,70,0,64,Technical,,1,1
WAY,7770981996,F,22,78,Others,38,Others,Science,BTECH,80,0,75,Technical,,0,3
SCROGGINS,9504691087,M,23,81,Others,1,Central,Science,BTECH,70,0,59,Technical,,1,1
SCHOFIELD,8417610680,F,22,61,Others,49,Others,Science,BTECH,60,0,77,Technical,,0,4
,,,,,,,,,,,,,,,,
RATCLIFF,7700535476,M,23,54,Others,99,Others,Science,BTECH,60,0,56,Technical,,1,5
MURRELL,6411262428,M,22,82,Others,48,Central,Science,BTECH,60,0,77,Technical,,0,5
MOELLER,7827619664,M,22,49,Central,66,Central,Science,BTECH,70,0,41,Technical,,0,1
IRBY,7283582212,M,23,49,Central,80,Central,Science,BTECH,70,0,63,Technical,,1,4
CURRIER,6878477459,M,22,57,Central,30,Central,Science,BTECH,80,0,95,Technical,,0,5
BUTTERFIELD,6861898085,F,22,94,Central,9,Others,Science,BTECH,60,0,57,Technical,,0,4
YEE,8912166042,M,22,75,Others,37,Others,Science,BTECH,70,1,54,Technical,,0,4
RALSTON,6372777539,M,23,74,Others,75,Central,Science,BTECH,60,1,67,Technical,,1,1
PULLEN,9593713401,M,22,58,Central,55,Central,Science,BTECH,60,0,43,Technical,,0,4
PINSON,7534571921,M,24,62,Central,87,Central,Science,BTECH,80,0,55,Technical,,2,3
ESTEP,9478111385,M,23,72,Central,73,Others,Science,BTECH,80,0,100,Technical,,1,2
EAST,6449358454,M,22,84,Others,90,Others,Science,BTECH,60,0,62,Technical,,0,3
CARBONE,6363249509,M,23,92,Others,97,Others,Science,BTECH,70,0,68,Technical,,1,1
LANCE,8428618547,M,22,45,Central,49,Others,Science,BTECH,80,0,63,Technical,,0,4
HAWKS,7118350592,M,26,75,Others,45,Central,Science,MTECH,80,0,77,Technical,,1,2
ELLINGTON,7055481333,M,24,56,Others,48,Others,Science,MTECH,70,0,56,Technical,,0,1
CASILLAS,6959244913,M,24,48,Others,99,Others,Science,MTECH,60,0,85,Technical,,0,1
SPURLOCK,7276497149,M,22,100,Others,53,Central,Science,BTECH,80,0,74,Technical,,0,3
SIKES,6621402133,F,23,65,Central,55,Others,Science,BTECH,60,1,78,Technical,,1,1
MOTLEY,7318082771,F,24,72,Others,5,Central,Science,BTECH,70,0,60,Technical,,2,5
MCCARTNEY,9192173464,M,22,62,Central,49,Others,Science,BTECH,60,0,67,Technical,,0,5
KRUGER,6520173491,M,22,66,Others,60,Others,Science,BTECH,60,0,79,Technical,,0,3
ISBELL,8007057661,M,23,63,Others,13,Central,Science,BTECH,70,0,69,Technical,,1,4
HOULE,8994115816,M,24,68,Central,37,Central,Science,BTECH,60,1,68,Technical,,2,1
FRANCISCO,6603496845,M,22,75,Central,48,Others,Science,BTECH,70,0,67,Technical,,0,4
BURK,7110208121,M,23,89,Others,7,Others,Science,BTECH,80,0,62,Technical,,1,5
BONE,6482096633,M,23,78,Others,43,Others,Science,BTECH,60,0,54,Technical,,1,4
TOMLIN,9553202642,M,22,53,Central,72,Others,Science,BTECH,60,0,93,Technical,,0,1
SHELBY,8022609156,M,22,49,Central,86,Others,Science,BTECH,70,0,64,Technical,,0,4
QUIGLEY,7430902658,M,22,54,Others,98,Central,Science,BTECH,80,0,67,Technical,,0,5
NEUMANN,6720376373,M,22,64,Central,16,Others,Science,BTECH,70,0,80,Technical,,0,5
LOVELACE,8130060467,M,23,60,Central,28,Others,Science,BTECH,60,0,34,Technical,,1,5
FENNELL,6940712975,M,23,62,Central,98,Central,Science,BTECH,80,0,62,Technical,,1,4
COLBY,8563570824,M,23,55,Central,62,Central,Science,BTECH,60,1,86,Technical,,1,3
CHEATHAM,8141807867,M,23,91,Central,73,Others,Science,BTECH,80,0,65,Technical,,1,5
BUSTAMANTE,8667105364,M,22,8,Others,20,Others,Science,BTECH,60,1,53,Technical,,0,4
SKIDMORE,9243748848,M,22,81,Others,62,Others,Science,BTECH,80,0,54,Technical,,0,2
HIDALGO,7519280087,M,22,79,Others,60,Others,Science,BTECH,60,1,59,Technical,,0,4
FORMAN,8819504913,M,23,78,Others,95,Others,Science,BTECH,60,0,70,Technical,,1,1
CULP,6549161558,M,22,74,Others,79,Others,Science,BTECH,60,0,55,Technical,,0,3
BOWENS,7996152592,M,23,57,Others,63,Central,Science,BTECH,80,0,50,Technical,,1,5
BETANCOURT,9161813739,M,23,40,Central,31,Central,Science,BTECH,60,1,66,Technical,,1,5
AQUINO,6478291582,M,26,81,Central,36,Others,Science,MTECH,70,0,53,Technical,,1,2
ROBB,9096017989,M,24,44,Others,83,Others,Science,MTECH,80,1,64,Technical,,0,4
REA,6814881426,M,20,67,Others,80,Others,Science,BTECH,80,1,73,Teaching,40,1,4
MILNER,6814314304,M,20,86,Others,49,Others,Science,BTECH,60,0,51,Teaching,63,1,3
MARTEL,6675641569,M,20,65,Central,99,Central,Science,BED,80,0,82,Teaching,,0,5
GRESHAM,6594892060,M,19,55,Central,0,Others,Science,BTECH,80,0,79,Teaching,84,1,5
WILES,6918095355,M,20,62,Central,88,Central,Science,BED,60,0,80,Teaching,,0,3
RICKETTS,9163200036,M,19,63,Others,43,Others,Science,BTECH,80,0,69,Teaching,75,0,2
GAVIN,9129705025,M,20,88,Others,0,Others,Science,BTECH,80,1,76,Teaching,99,0,2
DOWD,7305526272,M,24,62,Others,19,Central,Science,MED,80,0,73,Teaching,,0,3
COLLAZO,8096707958,M,22,59,Central,78,Others,Science,BTECH,60,1,77,Teaching,70,0,1
BOSTIC,7324185684,M,28,68,Others,9,Others,Science,BTECH,60,0,60,Teaching,49,0,1
BLAKELY,9391927387,M,26,77,Others,35,Central,Science,MED,70,0,80,Teaching,,1,2
SHERROD,8718381823,M,24,72,Central,72,Others,Science,MED,60,1,42,Teaching,,0,3
POWER,7462295567,M,19,90,Others,1,Others,Science,BTECH,60,0,72,Teaching,89,1,2
KENYON,6729848242,M,26,95,Central,93,Others,Science,MTECH,70,1,85,Technical,,1,1
GANDY,9372228731,M,24,57,Others,50,Others,Science,MTECH,70,0,97,Technical,,0,4
EBERT,9506552316,M,26,78,Others,78,Central,Science,MTECH,60,1,74,Technical,,1,5
DELOACH,7898161802,M,26,83,Central,8,Central,Science,MTECH,70,0,49,Technical,,1,5
CARY,7800336790,M,24,95,Central,45,Others,Science,MTECH,80,0,62,Technical,,0,1
BULL,8098576935,M,24,43,Others,80,Others,Science,MTECH,70,0,47,Technical,,0,3
ALLARD,8836839862,M,24,64,Others,89,Central,Science,MTECH,80,0,89,Technical,,0,4
SAUER,8573768642,M,24,60,Central,47,Central,Science,MTECH,70,0,48,Technical,,0,3
ROBINS,7586566201,M,26,54,Central,5,Central,Science,MTECH,80,0,100,Technical,,1,1
OLIVARES,8610267009,M,26,52,Central,45,Central,Science,MTECH,60,0,68,Technical,,1,5
GILLETTE,8101779079,M,26,81,Central,61,Others,Science,MTECH,80,0,55,Technical,,1,2
CHESTNUT,7600942397,M,24,72,Central,36,Central,Science,MTECH,70,0,45,Technical,,0,4
BOURQUE,6566341668,M,26,53,Central,84,Others,Science,MTECH,60,1,76,Technical,,1,2
PAINE,6931147384,F,26,75,Central,67,Central,Science,MTECH,60,0,91,Technical,,1,4
LYMAN,8565061820,M,26,89,Central,85,Others,Science,MTECH,80,0,62,Technical,,1,2
HITE,8510375171,M,27,32,Central,60,Others,Science,MTECH,80,0,91,Technical,,2,1
HAUSER,8876497968,F,26,42,Others,93,Central,Science,MTECH,60,0,38,Technical,,1,2
DEVORE,9328526281,M,24,58,Central,76,Others,Science,MTECH,70,0,65,Technical,,0,4
CRAWLEY,7982490022,M,24,69,Others,28,Central,Science,MTECH,80,0,85,Technical,,0,3
CHAPA,9308684921,M,26,75,Central,48,Others,Science,MTECH,80,0,76,Technical,,1,2
VU,8271829413,M,27,54,Central,70,Others,Science,MTECH,60,0,90,Technical,,2,4
TOBIAS,6929780790,M,24,73,Central,83,Others,Science,MTECH,60,0,74,Technical,,0,1
TALBERT,7751713646,M,26,71,Others,89,Others,Science,MTECH,70,0,84,Technical,,1,4
POINDEXTER,6708821082,M,26,74,Others,25,Central,Science,MTECH,80,0,61,Technical,,1,4
